REF_AREA,Reference area,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE
LUX,Luxembourg,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,48.45103286
LUX,Luxembourg,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,49.4162067
LUX,Luxembourg,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,50.36808847
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,68.32046276
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,38.12488268
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,37.64
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1975,76.40153635
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1976,68.18431762
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1977,77.62138829
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,82.07173293
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,80.66837549
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,77.15315847
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,35.22498108
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,72.01185528
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,73.02721995
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,62.79409435
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,58.91631555
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,54.27697681
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,48.80229387
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,45.48514889
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,41.04335339
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,39.24677586
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,38.07316992
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,38.88897761
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,39.42080574
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,38.5804761
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,37.41185486
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1965,70.02989736
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,82.99883759
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,36.65999301
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,36.16742493
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,36.75807951
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,34.85625
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,36.2875
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,36.32520581
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,36.82000245
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,31.49188141
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,30.85499262
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,30.24615934
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,29.93396094
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,29.91514494
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,29.08460496
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,28.26146544
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,28.63722773
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,28.34816511
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,26.55239493
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,27.0526233
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,27.31261454
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,27.49113674
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,28.66296829
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,29.87564744
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,30.32504783
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,31.99022148
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,33.70012272
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,37.10804806
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,41.28468488
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,45.03776848
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,51.13250608
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,55.16087272
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,78.21513233
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,61.96450568
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,70.4254071
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1984,68.43091551
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,37.47428571
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,33.10482546
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,38.66231637
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,38.44110175
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,40.02
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,42.21644557
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,45.99879672
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,51.34166667
MEX,Mexico,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,56.68
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,50.44648368
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,49.76562808
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,48.62209991
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1962,63.34883721
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1963,67.59392028
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1964,62.32245203
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1965,62.96042096
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1966,61.30283847
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1967,61.01401959
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,54.22686178
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1972,56.20420979
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1973,57.08855558
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1974,57.89287295
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1975,59.71403881
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1976,61.69071268
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1977,59.26407489
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,60.51263229
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,59.25564298
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,59.2055589
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,57.87806398
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,57.12755077
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,57.53418086
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1984,55.2936704
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,55.15737581
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1960,68.5509839
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1961,66.10850636
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,47.77302088
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,47.07623982
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,47.01722396
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,46.40234873
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,48.9078752
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,48.32850856
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,47.37663254
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,47.87914915
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,42.39546533
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,42.28222526
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,41.59516653
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,40.77106739
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,42.48120136
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,42.03017513
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,42.05306638
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,42.27646301
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,40.65961035
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,40.34962768
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,40.33562079
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,40.03244584
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,39.5245638
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,39.28986721
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,39.56922254
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,39.87953909
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,39.64640791
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,39.69272874
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,39.22360827
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,39.04309502
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,38.98653497
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,41.33988081
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1968,59.5097513
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1969,58.72444808
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,55.52627727
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1971,54.71961431
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,56.28041502
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,53.61999265
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,55.51942345
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,54.24502153
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,53.29730183
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,52.51857969
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,52.45274118
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,51.76678211
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,54.56196482
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,53.91561937
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,52.85369989
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,53.41431091
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,47.66761209
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,47.5402899
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,46.76779103
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,45.8412099
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,49.25550569
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,48.73255614
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,48.75909777
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,49.01811855
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,47.33410943
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,46.97324139
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,46.9569352
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,46.6039924
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,46.89715451
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,46.61867953
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,46.95014352
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,47.318344
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,47.12517194
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,47.18023057
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,46.62261682
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,46.40805216
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,46.34082281
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,49.13809583
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1972,62.70108978
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1973,63.68324547
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1974,64.58271605
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1975,66.62284162
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1976,68.82633665
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1977,66.11546272
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,67.50836006
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,66.10495291
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,66.05017396
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,64.57126304
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,63.73268134
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,64.18517527
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1984,61.68690028
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,61.53683431
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,60.50018198
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,59.8195982
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,59.07023749
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,57.85123967
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1964,69.53016403
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1965,70.23991833
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1966,68.3982684
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1967,68.05912596
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1968,66.38722555
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1969,65.51724138
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,61.93664272
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1971,61.03877724
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,56.4139043
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,52.94863665
NLD,Netherlands,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,51.85645211
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,45.98649662
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,46.0555973
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,56.78059537
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1962,66.875
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1963,64.33544304
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1964,65.27108434
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1965,60.87078652
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1966,58.88586957
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1967,57.94270833
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,47.86036036
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1972,42.99363057
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1973,62.84916201
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1974,58.17307692
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1975,58.38297872
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1976,57.32075472
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1977,53.49667774
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,54.71068249
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,48.77848101
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,42.91220557
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,36.39575972
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,32.50773994
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,31.25
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1984,29.91452991
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,40.18445323
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1960,70.53571429
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1961,66.72297297
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,45.37379719
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,44.78041757
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,43.05084746
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,45.93874834
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,44.50095359
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,43.15659679
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,45.1788963
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,44.90632319
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,45.68469505
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,46.07358594
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,46.7614534
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,47.28096677
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,49.17073171
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,49.37163375
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,50.5132592
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,51.43331948
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,50.65868263
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,50.36979369
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,51.01029356
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,50.51660517
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,50.84990958
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,51.0111576
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,51.39266304
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,51.84079602
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,52.31288209
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,54.99367889
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,55.57215417
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,57.1884058
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,57.19759168
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,56.81933842
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1968,58.75
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1969,60.18518519
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,54.16666667
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1971,47.87234043
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,51.04063429
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,54.79767153
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,53.17387305
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,51.60853506
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,52.03735144
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,51.17881464
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,51.2541806
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,50.47616038
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,49.8063224
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,47.88673734
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,51.11111111
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,48.95104895
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,48.27586207
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,50.33783784
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,51.13333333
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,51.59194282
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,53.06767868
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,53.26934613
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,54.4032445
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,56
