STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1960,,52.3690011027788,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1961,,50.3728732580541,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1994,,52.067407303461,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1995,,53.5991185041754,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1996,,54.394164939445,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1997,,55.2983229956411,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1998,,53.359347233592,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1999,,52.5954383823683,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2000,,52.0211369555796,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2001,,53.2661168207024,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2002,,52.2444,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2003,,53.271840512638,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2004,,52.3648205122096,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2005,,52.7221290150817,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2006,,53.8214285714286,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2007,,54.1635296267532,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2008,,53.3589831937959,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2009,,54.2261623888169,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2010,,55.4146341463415,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2011,,55.8632816200963,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2012,,55.5061815856059,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2013,,54.8296804254126,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2014,,54.9956809674633,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2015,,54.4837702483173,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2016,,54.0614299588415,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2017,,54.4181010583647,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2018,,54.7154471544715,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2019,,55.4760171576416,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2020,,53.8566278929452,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2021,,54.8515992298313,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2022,,54.3853750453972,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,2023,,56.7417317311276,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1968,,43.7231018234694,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1969,,42.5593126833687,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1970,,40.9703834043417,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1971,,44.4881072685886,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_Z,Not applicable,1987,,50.9185304375849,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1988,,41.6417933464578,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1989,,42.4713230173803,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1990,,43.2894286725746,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1991,,44.9818987564466,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1992,,44.4357393738668,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1993,,45.3710566518319,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1994,,44.7499276483796,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1995,,46.0663743270223,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1996,,46.7496860626741,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1997,,47.5267750266331,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1998,,45.8603001711069,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,1999,,45.2037499875538,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2000,,44.7101600696351,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2001,,45.7801722283591,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2002,,44.9020460421042,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2003,,45.7850915207391,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2004,,45.0055428261356,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2005,,45.3126356982367,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2006,,44.9716054524722,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2007,,45.2574550498033,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2008,,44.5851996728743,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2009,,45.3097891468106,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2010,,45.6484013407886,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2011,,46.0179795263705,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2012,,45.7238145292656,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2013,,45.1665394169467,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2014,,44.6416262065384,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2015,,44.226093085151,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2016,,43.8832669394779,,_Z,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MIN2AVE(1.0),Minimum relative to average wages of full-time workers,I,LUX,Luxembourg,MR_WG_FT,Minimum relative to average wages of full-time workers,PT_WG_A_SAL_FT,Percentage of average wage of full-time employees,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,2017,,44.172787454971,,_Z,,A,Normal value,0,Units,2,Two
